"Genotype","value","SI_name","SI_value","Trait"
NA,33.461753436508,"Ecovalence",15.2329617860472,"plot_grain_per_spike"
NA,33.3341247517548,"Genotypic superiority measure",6.75087534788498,"plot_grain_per_spike"
NA,33.3341247517548,"Ecovalence",10.9835202616285,"plot_grain_per_spike"
NA,41.1904166666667,"Genotypic superiority measure",0.300509405473073,"plot_tkw"
NA,41.1904166666667,"Ecovalence",2.82688166922291,"plot_tkw"
NA,40.3291666666667,"Genotypic superiority measure",0.849006159184572,"plot_tkw"
NA,40.3291666666667,"Ecovalence",2.98157337046312,"plot_tkw"
NA,39.8216666666667,"Genotypic superiority measure",1.20001200804179,"plot_tkw"
NA,39.8216666666667,"Ecovalence",1.54690413482668,"plot_tkw"
NA,39.8266666666667,"Genotypic superiority measure",1.25689307752624,"plot_tkw"
NA,39.8266666666667,"Ecovalence",2.25122680433712,"plot_tkw"
NA,40.2660416666667,"Genotypic superiority measure",0.856241788281798,"plot_tkw"
NA,40.2660416666667,"Ecovalence",1.81118651820639,"plot_tkw"
NA,39.3814583333333,"Genotypic superiority measure",1.5184360100665,"plot_tkw"
NA,39.3814583333333,"Ecovalence",2.52162530388185,"plot_tkw"
NA,39.553125,"Genotypic superiority measure",1.42839361988681,"plot_tkw"
NA,39.553125,"Ecovalence",2.02019691170586,"plot_tkw"
NA,38.8925,"Genotypic superiority measure",1.88137296571177,"plot_tkw"
NA,38.8925,"Ecovalence",2.5360395166719,"plot_tkw"
NA,6.61369500277267,"Genotypic superiority measure",0.89635187283915,"plot_yield"
NA,6.61369500277267,"Ecovalence",1.31990654589698,"plot_yield"
NA,6.43190592118566,"Genotypic superiority measure",0.989228898098112,"plot_yield"
NA,6.43190592118566,"Ecovalence",1.04722671465988,"plot_yield"
NA,7.43363057544424,"Genotypic superiority measure",0.25662183741958,"plot_yield"
NA,7.43363057544424,"Ecovalence",0.7911065853781,"plot_yield"
NA,6.95767305038297,"Genotypic superiority measure",0.637540339740029,"plot_yield"
NA,6.95767305038297,"Ecovalence",0.755635434000346,"plot_yield"
NA,6.72400351495098,"Genotypic superiority measure",0.739034720922201,"plot_yield"
NA,6.72400351495098,"Ecovalence",0.577000479173397,"plot_yield"
NA,6.62161414456189,"Genotypic superiority measure",0.815402649113295,"plot_yield"
NA,6.62161414456189,"Ecovalence",0.416437991609738,"plot_yield"
NA,7.6621912819087,"Genotypic superiority measure",0.0541898160764172,"plot_yield"
NA,7.6621912819087,"Ecovalence",1.57045282442035,"plot_yield"
NA,7.14311923523284,"Genotypic superiority measure",0.454082020251432,"plot_yield"
NA,7.14311923523284,"Ecovalence",0.863705570904565,"plot_yield"
