"timeid","DFG_year","plot_id","var","rep","nitrogen","appl","TT","trait","group","g","trt","part","BBCH","Trait","Das","Acc_Radiation","namCombine"
"Early","DFG2021",6,"Apertus","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.00754449756993301,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",6,"Apertus","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.140785713581786,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",6,"Apertus","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",7.17599996412,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",6,"Apertus","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00871905466312688,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",6,"Apertus","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.170857142002857,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.388999993055,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.010633492769799,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.198428570436429,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",8.8124999559375,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.0107074511174478,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",7,"Alves","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.209821427522321,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",1.0634999946825,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.00814162675355024,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",0.151928570668929,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",8.05199995974,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.00978342086782297,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",8,"Torrild","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.191714284755714,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",0.79199999604,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.00606315786442105,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",0.113142856577143,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",7.48799996256,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.00909814399630631,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",9,"Esket","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.178285713394286,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.70999999145,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.0130909090254545,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.244285713064286,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",7.6694999616525,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.00931867192570396,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",10,"Torrild","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.182607141944107,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",1.658999991705,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0127004784053971,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.236999998815,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",10.84799994576,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.0131806445074694,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",11,"Capone","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.258285712994286,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",1.076999994615,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.00824497603533014,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.153857142087857,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",2.1374999893125,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0025971264412533,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",12,"Esket","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0508928568883929,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",0.8564999957175,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.00655693776625837,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.122357142245357,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",8.834999955825,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0107347892905137,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",13,"Capone","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.210357141805357,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",0.7154999964225,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.00547751193433493,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.102214285203214,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",11.1254999443725,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.0135178153086146,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",14,"Pionier","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.264892855818393,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.11599999442,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.00854354062713876,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.159428570631429,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",11.8994999405025,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.0144582484620789,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",15,"Capone","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.283321427154821,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",1.4204999928975,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.0108746410939522,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",0.202928570413929,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",6.9584999652075,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.00845478565682391,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",16,"Pionier","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.165678570600179,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",0.950999995245,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.0072803827387177,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",0.135857142177857,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",8.2799999586,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.0100604476882233,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",17,"Patras","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.197142856157143,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.8224999908875,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.0139521530402871,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.260357141555357,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",7.85399996073,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.00954284494484372,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",18,"Pionier","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.186999999065,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",1.3199999934,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0101052631073684,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.188571427628571,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",4.790999976045,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00582120831814951,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",19,"Esket","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.114071428001071,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",1.50599999247,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.0115291865452249,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.215142856067143,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",4.0274999798625,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.00489353297878254,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",20,"Pionier","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0958928566633929,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",0.7784999961075,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.00595980858264115,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.111214285158214,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",2.39399998803,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0029087816142037,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",21,"Torrild","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.056999999715,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",0.3224999983875,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0024688995091866,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0460714283410714,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",6.9464999652675,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00844020529785547,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",22,"Patras","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.165392856315893,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.9154999904225,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.0146641147592153,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.273642855774643,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",10.5044999474775,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.0127632817319978,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",23,"Apertus","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.250107141606607,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",-0.09599999952,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",-0.000734928225990431,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",-0.0137142856457143,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",7.39199996304,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.00898150112455879,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",24,"Capone","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.17599999912,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",1.6184999919075,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.0123904305600574,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","51_61",0.231214284558214,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","61_87",7.478999962605,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","61_87",0.00908720872707998,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",25,"Potenzial","1","220","Split",NA,"EGR_dd",NA,"Split_220_Early","Split 220","ear","61_87",0.178071427681071,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",0.374999998125,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.00287081338277512,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.0535714283035714,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",8.4674999576625,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.0102882657971052,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",26,"Esket","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.201607141849107,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",0.680999996595,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.00521339710311962,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0972857137992857,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",6.638999966805,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00806658359928921,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",27,"Alves","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.158071427781071,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",1.09799999451,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.00840574158476555,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.156857142072857,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",3.55199998224,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.00431578625465812,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",28,"Potenzial","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0845714281485714,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","51_61",0.920999995395,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","51_61",0.00705071766809569,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","51_61",0.131571427913571,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Late","Combined 220","ear","61_87",3.81599998092,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Late","Combined 220","ear","61_87",0.00463655415196379,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",29,"Alves","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Late","Combined 220","ear","61_87",0.0908571424028571,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",1.26599999367,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.0096918659802488,NA,NA,"EGR_tt_51_61"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.180857141952857,NA,NA,"EGR_dd_51_61"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",5.162999974185,NA,NA,"Delta_ear_61_87"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00627319944617114,NA,NA,"EGR_tt_61_87"
"Early","DFG2021",30,"Potenzial","1","220","Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.122928570813929,NA,NA,"EGR_dd_61_87"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","51_61",1.60199999199,NA,NA,"Delta_ear_51_61"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","51_61",0.0122641147712153,NA,NA,"EGR_tt_51_61"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","51_61",0.228857141712857,NA,NA,"EGR_dd_51_61"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"Delta_ear",NA,"Split_220_Late","Split 220","ear","61_87",5.399999973,NA,NA,"Delta_ear_61_87"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"EGR_tt",NA,"Split_220_Late","Split 220","ear","61_87",0.00656116153579782,NA,NA,"EGR_tt_61_87"
"Late","DFG2021",31,"Potenzial","1","220","Split",NA,"EGR_dd",NA,"Split_220_Late","Split 220","ear","61_87",0.128571427928571,NA,NA,"EGR_dd_61_87"
"Early","DFG2021",32,"Alves","1","220","Split",NA,"Delta_ear",NA,"Split_220_Early","Split 220","ear","51_61",2.42399998788,NA,NA,"Delta_ear_51_61"
"Early","DFG2021",32,"Alves","1","220","Split",NA,"EGR_tt",NA,"Split_220_Early","Split 220","ear","51_61",0.0185569377062584,NA,NA,"EGR_tt_51_61"
