"DFG_year","timeid","var","nitrogen","appl","GLA50","S","TT59","TT55","TT61","GCD59","GCD61","GCD55","LAImax59","LAImaxTT59","LAImax61","LAImaxTT61","LAImax55","LAImaxTT55","TT87","LAD59","LAD61","LAD55","GCD87"
"DFG2020","Late","Alves","176","Split",2144.25610505875,16.5390764964175,1667.7268591762,1570.95762534713,1623.1,476.529245882555,521.156105058752,573.298479711623,6.05,1545.84166666667,6.05,1545.84166666667,6.05,1545.84166666667,2358.52777777778,2797.03465808902,3063.66045208682,3376.70047244573,214.271672719025
"DFG2020","Late","Alves","220","Combined",2205.88777483336,18.667921498739,1673.29578874517,1580.69727581194,1612.4125,532.59198608819,593.475274833365,625.19049902143,5.48,1644.475,4.2,1545.84166666667,4.2,1545.84166666667,2316.10972222222,2734.38579164562,2350.34811753965,2483.23228363211,110.221947388855
"DFG2020","Late","Alves","220","Split",2183.04129645399,25.4605950118037,1663.63125836484,1572.36804444558,1612.4125,519.410038089148,570.628796453989,610.673252008406,6.28,1644.475,5.39,1545.84166666667,5.39,1545.84166666667,2275.075,3121.53462599381,2955.03199723124,3170.80038265498,92.0337035460111
"DFG2020","Late","Apertus","176","Combined",2217.68705581704,21.7488133491165,1682.59264994485,1589.79763547906,1623.1,535.094405872186,594.587055817038,627.889420337983,4.24,1545.84166666667,4.24,1545.84166666667,4.24,1545.84166666667,2365.73333333333,2196.03642324866,2447.85379941629,2588.92777404317,148.046277516292
"DFG2020","Late","Apertus","176","Split",2215.09989753117,24.0148264723852,1681.69321910779,1586.48752221644,1633.7875,533.406678423373,581.312397531167,628.61237531473,5.19,1545.84166666667,5.19,1545.84166666667,5.19,1545.84166666667,2358.52777777778,2694.99484535958,2943.38535615393,3188.75431274394,143.42788024661
"DFG2020","Late","Apertus","220","Combined",2251.7733046007,20.4027310697726,1707.38726054508,1610.1734300457,1633.7875,544.386044055621,617.985804600704,641.599874555008,5.56,1644.475,4.62,1433.075,4.62,1433.075,2434.775,2948.66333912085,2789.38688251519,2898.348421487,183.001695399296
"DFG2020","Late","Apertus","220","Split",2267.2085274588,23.5512390199382,1695.85344345955,1601.05871897257,1644.475,571.355083999257,622.733527458804,666.149808486233,5.67,1433.075,5.67,1433.075,5.67,1433.075,2365.73333333333,3091.51432073734,3382.60773552399,3628.68311033503,98.5248058745265
"DFG2020","Late","Capone","176","Combined",2262.32705956484,30.8272113024169,1692.94899581585,1595.77562812027,1644.475,569.378063748997,617.852059564843,666.551431444577,3.6,1433.075,3.6,1433.075,3.6,1433.075,2388.74722222222,2014.38578150734,2188.87699074009,2364.18858386939,126.420162657377
"DFG2020","Late","Capone","176","Split",2292.37645871971,32.2779389780545,1686.45139000553,1586.4234489212,1633.7875,605.925068714182,658.588958719713,705.953009798509,4.99,1545.84166666667,4.99,1545.84166666667,4.99,1545.84166666667,2411.76111111111,2973.26374461609,3236.04834921488,3472.39223035537,119.384652391398
"DFG2020","Late","Capone","220","Combined",2325.22189431813,36.4668188501863,1712.27009556476,1614.33643544714,1644.475,612.951798753372,680.74689431813,710.885458870987,5.57,1644.475,5.57,1644.475,4.96,1433.075,2434.775,3364.68460737048,3742.30046063885,3481.94837622884,109.55310568187
